mp_id,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,formation_energy (eV/atom),energy_above_hull (eV/atom),band_gap (eV),A_site,B_site,X_site
mp-1178549,Al1 V1 O3,4.881115205,9.448927602,4.881240366,75.04115014,119.9975621,104.954599,trig,R-3,-2.96073348,0.019815871,1.569,Al,V,O
mp-1183128,Al1 V1 O3,3.640495,3.640495,3.640495,90.0,90.0,90.0,cubic,Pm-3m,-2.271212851,0.7093365,0.0,Al,V,O
mp-1248251,Al1 V1 O3,5.036054,5.052761,7.862989,90.0,90.0,90.0,ortho,Pnma,-2.828931865,0.151617486,1.6792,Al,V,O
mp-1384488,Al1 V1 O3,3.177693368,3.177693368,12.057972,90.0,90.0,119.9999868,hex_,P6_3/mmc,-2.652946337,0.327603014,0.0,Al,V,O
mp-1395974,Al1 V1 O3,3.822983,3.822983,3.822983,90.0,90.0,90.0,cubic,Pm-3m,-1.751975723,1.228573628,0.0,Al,V,O
mp-756082,Al1 V1 O3,5.057769,5.233691,6.978992,90.00048714,89.99993318,89.99945443,ortho,Pnma,-2.894106271,0.08644308,0.0,Al,V,O
mp-765647,Al1 V1 O3,13.21367952,13.21367952,5.837209208,77.30273421,77.30273421,25.71058258,mono,Cm,-2.891816755,0.088732596,1.1677,Al,V,O
mp-802021,Al1 V1 O3,5.83721,5.879806871,13.21320636,102.8462952,102.6848107,90.0566253,tri,P1,-0.897176781,2.08337257,0.0,Al,V,O
mp-1246403,Al1 W1 N3,6.041277348,5.536363468,11.22075316,96.0498021,114.7921555,92.22125818,tri,P-1,-0.629926407,0.320594919,1.5971,Al,W,N
mp-1046804,Al1 W1 O3,4.870761,5.936013,8.690316,90.0,90.0,90.0,ortho,Pnma,-2.343923777,0.285851663,0.8599,Al,W,O
mp-1251647,Al1 W1 O3,5.603850469,5.603850469,11.993558,90.0,90.0,120.0000055,hex_,P6_3cm,-2.081641834,0.548133607,0.5902,Al,W,O
mp-1400236,Al1 W1 O3,3.368787144,3.368787144,12.216701,90.0,90.0,119.9999832,hex_,P6_3/mmc,-1.892879432,0.736896008,0.0,Al,W,O
mp-1417649,Al1 W1 O3,3.94423652,3.94423652,3.94423652,90.0,90.0,90.0,cubic,Pm-3m,-1.451336169,1.178439271,0.0,Al,W,O
mp-755240,As1 Au1 O3,8.360581773,8.360581773,5.171513116,78.34997646,78.34997646,80.95886441,mono,C2/c,-1.075238537,0.117587763,0.3577,As,Au,O
mp-27274,As1 C1 F3,10.713548,10.713548,6.487277,90.0,90.0,90.0,tet,P4_2/nmc,-1.486904753,0.492515516,3.3193,As,C,F
mp-29863,As1 Cl3 O1,6.35824603,8.270203542,10.38806172,113.0335866,90.0,90.0,mono,P2_1/c,-1.156074951,0.0,2.5284,As,O,Cl
mp-1214882,Au1 I3 N1,10.079424,7.625739,12.79086292,54.37484224,90.0,90.0,mono,P2_1/c,0.950645999,1.139575982,0.0,Au,N,I
mp-1189694,Au1 N1 Cl3,11.143758,6.153686,9.884847284,53.28704614,90.0,90.0,mono,P2_1/c,0.752065683,1.010642597,0.0,Au,N,Cl
mp-1183212,B1 Au1 O3,3.49667,3.49667,3.49667,90.0,90.0,90.0,cubic,Pm-3m,-0.300731619,1.327223234,0.0,B,Au,O
mp-1183221,B1 Ir1 O3,3.415662,3.415662,3.415662,90.0,90.0,90.0,cubic,Pm-3m,-0.293507755,1.672922179,0.0,B,Ir,O
mp-1246423,B1 Mo1 N3,10.23183148,5.675402438,8.672908339,121.8270526,108.5457039,110.6716841,tri,P-1,-0.427712863,0.381130393,1.0201,B,Mo,N
mp-984553,B1 Os1 O3,3.407419,3.407419,3.407419,90.0,90.0,90.0,cubic,Pm-3m,-0.224435621,1.779122926,0.0,B,Os,O
mp-984554,B1 Pb1 O3,3.565976,3.565976,3.565976,90.0,90.0,90.0,cubic,Pm-3m,-1.063800783,1.079543921,0.0,B,Pb,O
mp-1183242,B1 Pd1 O3,3.428706,3.428706,3.428706,90.0,90.0,90.0,cubic,Pm-3m,-0.556549733,1.218701724,0.0,B,Pd,O
mp-1183277,B1 Pt1 O3,3.447224,3.447224,3.447224,90.0,90.0,90.0,cubic,Pm-3m,-0.320351821,1.50704076,0.0,B,Pt,O
mp-1183211,B1 Sb1 O3,3.520705,3.520705,3.520705,90.0,90.0,90.0,cubic,Pm-3m,-1.260583829,1.014313077,1.4054,B,Sb,O
mp-753806,B1 Sb1 O3,4.84604,6.047189486,6.220887138,80.9747039,68.56260547,66.60665407,tri,P-1,-2.226882068,0.048014838,3.762,B,Sb,O
mp-755829,B1 Sb1 O3,5.020640339,5.020640339,13.02491185,82.23303087,82.23303087,102.2783614,mono,C2/c,-2.227707467,0.047189439,3.7211,B,Sb,O
mp-1183194,B1 Te1 O3,3.542919,3.542919,3.542919,90.0,90.0,90.0,cubic,Pm-3m,-0.822164432,1.249640725,0.0,B,Te,O
mp-1013709,Ba3 As1 N1,6.186616,6.186616,6.186616,90.0,90.0,90.0,cubic,Pm-3m,0.293266061,1.117215744,0.0,As,N,Ba
mp-1013734,Ba3 As1 N1,5.487585,5.487585,5.487585,90.0,90.0,90.0,cubic,Pm-3m,-0.742821779,0.081127904,0.0,As,N,Ba
mp-1013586,Ba3 As1 P1,6.070904,6.070904,6.070904,90.0,90.0,90.0,cubic,Pm-3m,-0.682927332,0.343673546,0.0,As,P,Ba
mp-1013711,Ba3 As1 P1,6.166984,6.166984,6.166984,90.0,90.0,90.0,cubic,Pm-3m,-0.499952088,0.52664879,0.0,As,P,Ba
mp-1013563,Ba3 Bi1 As1,6.247728,6.247728,6.247728,90.0,90.0,90.0,cubic,Pm-3m,-0.824307586,0.162350351,0.0,Bi,As,Ba
mp-1013716,Ba3 Bi1 As1,6.55372712,6.55372712,6.55372712,90.0,90.0,90.0,cubic,Pm-3m,-0.308992057,0.677665879,0.0,Bi,As,Ba
mp-1013549,Ba3 Bi1 N1,5.61211,5.61211,5.61211,90.0,90.0,90.0,cubic,Pm-3m,-0.792490143,0.05635722,0.0,Bi,N,Ba
mp-1013710,Ba3 Bi1 N1,6.61,6.61,6.61,90.0,90.0,90.0,cubic,Pm-3m,0.618596263,1.467443626,0.0,Bi,N,Ba
mp-567666,Ba3 Bi1 N1,7.72798537,7.727984757,6.77933811,90.0,90.0,119.9999936,hex_,P6_3/mmc,-0.848847363,0.0,0.6466,Bi,N,Ba
mp-1013691,Ba3 Bi1 P1,6.142485,6.142485,6.142485,90.0,90.0,90.0,cubic,Pm-3m,-0.845084447,0.101019505,0.0,Bi,P,Ba
mp-1013713,Ba3 Bi1 P1,6.54121913,6.54121913,6.54121913,90.0,90.0,90.0,cubic,Pm-3m,-0.150865055,0.795238897,0.0,Bi,P,Ba
mp-1013584,Ba3 Bi1 Sb1,6.537631,6.537631,6.537631,90.0,90.0,90.0,cubic,Pm-3m,-0.664411328,0.336802108,0.0,Bi,Sb,Ba
mp-1013719,Ba3 Bi1 Sb1,6.586375,6.586375,6.586375,90.0,90.0,90.0,cubic,Pm-3m,-0.530236362,0.470977074,0.0,Bi,Sb,Ba
mp-17833,Ba3 Ge1 O1,7.57259814,7.72347163,10.83356778,90.0,90.0,90.0,ortho,Pnma,-1.439800086,0.0,0.153,Ge,O,Ba
mp-13288,Ba3 Li1 N1,8.289066234,8.289066234,6.942235,90.0,90.0,120.0000019,hex_,P6_3/mmc,-0.307244144,0.027976387,0.0,Li,N,Ba
mp-8868,Ba3 Na1 N1,8.543396245,8.543394286,6.98639627,90.00001887,89.99999685,120.0000188,hex_,P6_3/mmc,-0.331969978,0.0,0.0,Na,N,Ba
mp-1013533,Ba3 P1 N1,5.450726,5.450726,5.450726,90.0,90.0,90.0,cubic,Pm-3m,-0.636276546,0.139411427,0.0,P,N,Ba
mp-1013707,Ba3 P1 N1,6.06005,6.06005,6.06005,90.0,90.0,90.0,cubic,Pm-3m,0.257304902,1.032992875,0.0,P,N,Ba
mp-29242,Ba3 Pb1 O1,5.52184574,5.52184574,5.52184574,90.0,90.0,90.0,cubic,Pm-3m,-1.492387527,0.0,0.0,Pb,O,Ba
mp-1013562,Ba3 Sb1 As1,6.217785,6.217785,6.217785,90.0,90.0,90.0,cubic,Pm-3m,-0.854779974,0.227838953,0.1487,Sb,As,Ba
mp-1013714,Ba3 Sb1 As1,6.492956,6.492956,6.492956,90.0,90.0,90.0,cubic,Pm-3m,-0.459420584,0.623198343,0.0,Sb,As,Ba
mp-1013557,Ba3 Sb1 N1,5.573581,5.573581,5.573581,90.0,90.0,90.0,cubic,Pm-3m,-0.870384569,0.055228377,0.0,Sb,N,Ba
mp-1013708,Ba3 Sb1 N1,6.52,6.52,6.52,90.0,90.0,90.0,cubic,Pm-3m,0.471304205,1.396917151,0.0,Sb,N,Ba
mp-12814,Ba3 Sb1 N1,7.62952326,7.629524376,6.73699565,90.0,90.0,119.9999952,hex_,P6_3/mmc,-0.925612946,0.0,0.4555,Sb,N,Ba
mp-1013712,Ba3 Sb1 P1,6.483458,6.483458,6.483458,90.0,90.0,90.0,cubic,Pm-3m,-0.302858981,0.73575235,0.0,Sb,P,Ba
mp-1013737,Ba3 Sb1 P1,6.113177,6.113177,6.113177,90.0,90.0,90.0,cubic,Pm-3m,-0.881972467,0.156638864,0.2992,Sb,P,Ba
mp-754940,Ba3 Si1 O1,5.423827,5.423827,5.423827,90.0,90.0,90.0,cubic,Pm-3m,-1.265288455,0.051504253,0.0,Si,O,Ba
mp-755363,Ba3 Si1 O1,7.57657891,7.6982159,10.80878583,90.0,90.0,90.0,ortho,Pnma,-1.316792708,0.0,0.4217,Si,O,Ba
mp-29243,Ba3 Sn1 O1,5.50211613,5.50211613,5.50211613,90.0,90.0,90.0,cubic,Pm-3m,-1.531505142,0.0,0.0,Sn,O,Ba
mp-1183283,Ba1 Al1 O3,3.956853,3.956853,3.956853,90.0,90.0,90.0,cubic,Pm-3m,-2.895402251,0.169361201,0.0,Ba,Al,O
mp-1183287,Ba1 Au1 O3,4.211679,4.211679,4.211679,90.0,90.0,90.0,cubic,Pm-3m,-1.464683951,0.198319595,0.0,Ba,Au,O
mp-1214407,Ba1 B1 O3,3.773902,3.773902,3.773902,90.0,90.0,90.0,cubic,Pm-3m,-1.573943143,1.253707968,0.0,Ba,B,O
mp-1183282,Ba1 Be1 O3,3.894084,3.894084,3.894084,90.0,90.0,90.0,cubic,Pm-3m,-2.025947064,0.517310855,0.0,Ba,Be,O
mp-1182285,Ba1 Bi1 O3,12.78814342,4.244221821,7.686089291,119.8528028,144.6587828,62.14360354,tri,P1,-1.590228198,0.643198813,1.1031,Ba,Bi,O
mp-1227955,Ba1 Bi1 O3,4.436474421,4.436474421,4.436474332,90.07361203,90.07361203,90.07362282,trig,R32,-2.210577817,0.022849194,0.0,Ba,Bi,O
mp-22942,Ba1 Bi1 O3,6.168362634,6.168135864,6.189354802,60.52899098,60.11212974,59.99878425,mono,C2/m,-2.233409577,1.74e-05,0.0,Ba,Bi,O
mp-23438,Ba1 Bi1 O3,6.261625709,6.261625709,6.261625709,60.0,60.0,60.0,cubic,Fm-3m,-2.208540844,0.024886167,0.0,Ba,Bi,O
mp-23482,Ba1 Bi1 O3,6.155718111,6.155718113,6.155717889,60.65765849,60.6576586,60.65766008,trig,R-3,-2.232591806,0.000835205,0.0,Ba,Bi,O
mp-545783,Ba1 Bi1 O3,4.428113,4.428113,4.428113,90.0,90.0,90.0,cubic,Pm-3m,-2.212216009,0.021211002,0.0,Ba,Bi,O
mp-559051,Ba1 Bi1 O3,6.17435169,6.217179422,8.71828688,90.25395528,90.0,90.0,mono,P2_1/c,-2.233427011,0.0,0.0,Ba,Bi,O
mp-644369,Ba1 Bi1 O3,4.331788,6.284164336,7.579851987,81.14390837,73.44458823,81.43362508,tri,P1,-1.286472103,0.946954908,0.1011,Ba,Bi,O
mp-27365,Ba1 Bi1 Se3,4.47920984,16.37637289,17.09756824,90.0,90.0,90.0,ortho,P2_12_12_1,-1.31719969,0.0,0.9944,Ba,Bi,Se
mp-1227982,Ba1 C1 O3,4.680706588,4.680706588,4.680706282,71.04357184,71.04357184,71.043575,trig,R32,-2.63419223,0.049050461,4.1409,Ba,C,O
mp-2506699,Ba1 C1 O3,5.31525123,4.574121851,6.913922442,70.53848339,90.0,90.0,mono,P2_1/m,-2.667782548,0.015460144,4.4437,Ba,C,O
mp-2626703,Ba1 C1 O3,4.18679167,5.46618774,7.29521311,90.0,90.0,90.0,ortho,Imm2,-2.639385855,0.043856836,4.1754,Ba,C,O
mp-34195,Ba1 C1 O3,5.434419,4.657328,6.152335392,76.3642405,90.0,90.0,mono,P2_1/m,-2.647883101,0.03535959,4.3543,Ba,C,O
mp-4559,Ba1 C1 O3,4.316593126,4.316593092,4.31659373,77.02716604,77.02716971,77.02716943,trig,R3m,-2.661397956,0.021844735,4.3635,Ba,C,O
mp-545643,Ba1 C1 O3,5.512938556,5.512938556,5.690802,90.0,90.0,120.0000067,hex_,P6_3/mmc,-2.578745897,0.104496795,3.976,Ba,C,O
mp-5504,Ba1 C1 O3,5.35922589,6.41636356,8.97996254,90.0,90.0,90.0,ortho,Pnma,-2.683242692,0.0,4.3974,Ba,C,O
mp-674478,Ba1 C1 O3,7.626608106,7.626608106,7.626607883,41.66562433,41.66562433,41.66562198,trig,R-3c,-2.63333582,0.049906871,4.1595,Ba,C,O
mp-675324,Ba1 C1 O3,4.486155,5.466677,7.060908,90.0,90.0,90.0,ortho,Pnn2,-2.607418889,0.075823802,4.0966,Ba,C,O
mp-676020,Ba1 C1 O3,4.6217168,4.6217168,9.061459814,70.80446823,70.80446823,71.02264189,mono,C2/m,-2.649476784,0.033765908,4.0287,Ba,C,O
mp-762225,Ba1 C1 O3,5.403903,4.580137,6.982292724,72.64213507,90.0,90.0,mono,P2_1,-2.670005858,0.013236834,4.474,Ba,C,O
mp-1183285,Ba1 Ca1 O3,4.464426,4.464426,4.464426,90.0,90.0,90.0,cubic,Pm-3m,-2.279992301,0.344531054,0.0,Ba,Ca,O
mp-583645,Ba1 Ca1 Sn3,9.351140165,9.351140165,17.39672307,90.0,90.0,118.5542098,ortho,Cmce,-0.6082998,0.001525398,0.0,Ba,Ca,Sn
mp-1227962,Ba1 Cd3 Ga1,6.754915387,6.754915387,6.754915387,138.3921326,138.3921326,60.30295713,tet,I4mm,-0.274422421,0.001069449,0.0,Ba,Ga,Cd
mp-1183292,Ba1 Cd1 O3,4.302665,4.302665,4.302665,90.0,90.0,90.0,cubic,Pm-3m,-1.637695099,0.202881038,0.0,Ba,Cd,O
mp-3187,Ba1 Ce1 O3,6.25973589,6.24763379,8.81258554,90.0,90.0,90.0,ortho,Pnma,-3.589836753,0.0,2.2207,Ba,Ce,O
mp-3316,Ba1 Ce1 O3,6.230307604,6.235577713,6.235577655,60.70769916,60.02796597,60.02795864,ortho,Imma,-3.589194142,0.000642611,2.2112,Ba,Ce,O
mp-4900,Ba1 Ce1 O3,6.209312551,6.209312551,6.209312818,60.82794013,60.82794013,60.82794472,trig,R-3c,-3.587315589,0.002521164,2.2279,Ba,Ce,O
mp-5663,Ba1 Ce1 O3,4.474193,4.474193,4.474193,90.0,90.0,90.0,cubic,Pm-3m,-3.549502857,0.040333896,2.299,Ba,Ce,O
mp-1080782,Ba1 Cl1 O3,3.783979,3.783979,13.015271,90.0,90.0,90.0,tet,P4/nmm,-0.792065429,0.916970865,0.0,Ba,Cl,O
mp-1182237,Ba1 Cl1 O3,4.080162,4.089748,12.11870887,89.76972807,90.0,90.0,mono,P2_1/m,-1.21239677,0.496639524,0.0,Ba,Cl,O
mp-1182337,Ba1 Cl1 O3,4.618091,4.923813489,9.161635066,78.57077949,86.63636932,87.40468142,tri,P1,-1.177991779,0.531044515,0.1727,Ba,Cl,O
mp-1076782,Ba1 Co1 O3,3.981593,3.981593,3.981593,90.0,90.0,90.0,cubic,Pm-3m,-1.825632743,0.222225269,0.0,Ba,Co,O
mp-1283250,Ba1 Co1 O3,5.726482658,5.722637803,9.707627869,89.80945837,89.71405459,59.9617919,mono,C2/m,-2.046802817,0.001055195,1.1424,Ba,Co,O
mp-18965,Ba1 Co1 O3,5.683698159,5.68449177,9.415556622,90.21787659,90.16958531,60.00059219,hex_,P6_3/mmc,-2.047858012,0.0,0.0,Ba,Co,O
mp-19271,Ba1 Cr1 O3,5.750352942,5.750352942,9.452074,90.0,90.0,120.0000108,hex_,P6_3/mmc,-2.325464904,0.294836224,0.0,Ba,Cr,O
mp-540926,Ba1 Cr1 O3,5.728244153,5.728244153,13.952037,90.0,90.0,120.0000018,hex_,P6_3/mmc,-2.536514513,0.083786615,0.0,Ba,Cr,O
mp-557081,Ba1 Cr1 O3,5.740694139,5.740694139,32.846124,90.0,90.0,120.0000016,hex_,P6_3/mmc,-2.538649073,0.081652054,0.0,Ba,Cr,O
mp-1076800,Ba1 Cu1 O3,4.003691,4.003691,4.003691,90.0,90.0,90.0,cubic,Pm-3m,-1.663166091,0.08273292,0.0,Ba,Cu,O
mp-1183286,Ba1 Dy1 O3,4.428139,4.428139,4.428139,90.0,90.0,90.0,cubic,Pm-3m,-3.117626003,0.108720871,0.0,Ba,Dy,O
mp-1183291,Ba1 Er1 O3,4.395468,4.395468,4.395468,90.0,90.0,90.0,cubic,Pm-3m,-3.164587625,0.086702642,0.0,Ba,Er,O
mp-1183310,Ba1 Eu1 O3,4.437278,4.437278,4.437278,90.0,90.0,90.0,cubic,Pm-3m,-2.773289008,0.165083611,0.0,Ba,Eu,O
mp-1192651,Ba1 Fe1 O3,5.644466396,5.644466656,13.69047446,89.99997685,90.00002746,119.999655,hex_,P6_3/mmc,-2.15028113,0.0,0.0,Ba,Fe,O
mp-19035,Ba1 Fe1 O3,3.95157012,3.95156495,3.95156495,90.0,90.0,90.0,cubic,Pm-3m,-2.102256508,0.048024623,0.0,Ba,Fe,O
mp-705845,Ba1 Fe1 O3,13.05038073,13.05038073,13.05038115,27.40377678,27.40377678,27.40377804,trig,R3m,-1.689296133,0.460984997,0.0,Ba,Fe,O
mp-1227967,Ba1 Ga3 Sn1,6.407779704,6.407779704,6.407779704,135.1179367,135.1179367,65.34700762,tet,I4mm,-0.40755603,0.01936548,0.0,Ba,Sn,Ga
mp-1069708,Ba1 Ge3 Ir1,6.060256348,6.060256348,6.060256348,135.6490947,135.6490947,64.52330937,tet,I4mm,-0.524893119,0.0,0.0,Ba,Ir,Ge
mp-1068447,Ba1 Ge3 Pd1,6.12048028,6.12048028,6.12048028,135.8851656,135.8851656,64.15792097,tet,I4mm,-0.570319617,0.0,0.0,Ba,Pd,Ge
mp-22346,Ba1 Ge3 Pt1,4.599647445,4.599647233,6.088497611,112.1985307,112.1985284,90.04224809,tet,I4mm,-0.632367121,0.0,0.0,Ba,Pt,Ge
mp-1070247,Ba1 Ge3 Rh1,6.07321281,6.07321281,6.07321281,135.9954027,135.9954027,63.98744281,tet,I4mm,-0.562918801,0.0,0.0,Ba,Rh,Ge
mp-1227958,Ba1 Ge1 Au3,6.137866082,6.137866082,6.137866082,133.9546714,133.9546714,67.15881598,tet,I4mm,-0.511960961,0.0,0.0,Ba,Ge,Au
mp-1016823,Ba1 Ge1 O3,3.980389,3.980389,3.980389,90.0,90.0,90.0,cubic,Pm-3m,-2.463637802,0.23236341,0.0,Ba,Ge,O
mp-13863,Ba1 Ge1 O3,4.64225534,5.75213457,12.94668869,90.0,90.0,90.0,ortho,P2_12_12_1,-2.696001212,0.0,3.5519,Ba,Ge,O
mp-676865,Ba1 Ge1 O3,7.770673,9.18334896,9.377144299,63.73189069,71.66486798,78.2775683,tri,P1,-2.244817205,0.451184006,1.4284,Ba,Ge,O
mp-1195469,Ba1 Ge1 S3,5.8041549,13.48955987,15.55618473,64.57360247,90.0,90.0,mono,P2_1/c,-1.432722363,0.0,2.4497,Ba,Ge,S
mp-998552,Ba1 Hf1 O3,4.170042393,4.169091207,4.170376634,89.9994643,89.99434031,89.99884047,cubic,Pm-3m,-3.786714651,0.0,3.5394,Ba,Hf,O
mp-1105549,Ba1 Hf1 S3,7.01916792,7.04466639,9.97598706,90.0,90.0,90.0,ortho,Pnma,-2.139200686,0.0,1.2524,Ba,Hf,S
mp-1383356,Ba1 Hf1 S3,5.011663892,5.011663892,5.011664263,89.98687819,89.98687819,89.98688777,cubic,Pm-3m,-2.110937982,0.028262704,0.8329,Ba,Hf,S
mp-998352,Ba1 Hf1 S3,5.009601493,5.011652013,5.012407,89.99594146,90.04371296,90.00681966,trig,R3m,-2.110845625,0.02835506,0.8439,Ba,Hf,S
mp-998361,Ba1 Hf1 S3,5.786308241,5.786308241,4.091538,90.0,90.0,120.0000028,ortho,Cmmm,-0.568273127,1.570927558,0.0,Ba,Hf,S
mp-998419,Ba1 Hf1 S3,3.883518,8.803535,14.515039,90.0,90.0,90.0,ortho,Pnma,-2.131694475,0.007506211,0.8665,Ba,Hf,S
mp-1227995,Ba1 In3 Pt1,6.772628052,6.772628052,6.772628052,138.331176,138.331176,60.39616392,tet,I4mm,-0.52982591,0.002311427,0.0,Ba,Pt,In
mp-1183288,Ba1 In1 O3,4.285795,4.285795,4.285795,90.0,90.0,90.0,cubic,Pm-3m,-2.162446134,0.077204865,0.0,Ba,In,O
mp-1227991,Ba1 In1 O3,4.281839716,4.281839716,8.649932,90.0,90.0,90.68375703,ortho,Amm2,-2.141988192,0.097662807,0.0,Ba,In,O
mp-4307,Ba1 Ir1 O3,5.794282278,5.794282278,14.62414104,89.05063261,89.05063261,119.7156036,mono,C2/c,-1.975938002,0.047177417,0.0,Ba,Ir,O
mp-542897,Ba1 Ir1 O3,5.832748881,5.832748881,14.97434683,78.40800857,78.40800857,59.54336278,mono,C2/m,-2.006859299,0.016256119,0.0,Ba,Ir,O
mp-5660,Ba1 Ir1 O3,4.077295,4.077295,4.077295,90.0,90.0,90.0,cubic,Pm-3m,-1.879881157,0.143234262,0.0,Ba,Ir,O
mp-10250,Ba1 Li1 F3,3.98858164,3.98858164,3.98858164,90.0,90.0,90.0,cubic,Pm-3m,-3.742865088,0.02190322,6.5643,Ba,Li,F
mp-23818,Ba1 Li1 H3,4.01142218,4.01142218,4.01142218,90.0,90.0,90.0,cubic,Pm-3m,-0.609492011,0.0,2.2146,Ba,Li,H
mp-632808,Ba1 Li1 H3,5.065786,5.065786,5.065786,90.0,90.0,90.0,cubic,Pm-3m,0.011095911,0.620587922,1.1987,Ba,Li,H
mp-1183284,Ba1 Li1 O3,4.086802,4.086802,4.086802,90.0,90.0,90.0,cubic,Pm-3m,-1.653488578,0.308695115,0.0,Ba,Li,O
mp-1227881,Ba1 Mg1 In3,7.182609243,7.182609243,7.182609243,140.5829503,140.5829503,56.9692323,tet,I-4m2,-0.339875469,0.0,0.0,Ba,Mg,In
mp-1016852,Ba1 Mn1 O3,4.033313,4.033313,4.033313,90.0,90.0,90.0,cubic,Pm-3m,-2.356205421,0.133739454,0.0,Ba,Mn,O
mp-1205336,Ba1 Mn1 O3,4.88190519,5.722083173,9.909149846,90.00017607,90.00024693,90.00000629,hex_,P6_3mc,-2.4823185,0.007626375,1.8948,Ba,Mn,O
mp-18840,Ba1 Mn1 O3,7.737605495,7.737605495,7.737604856,43.16578741,43.16578741,43.16578577,trig,R-3m,-2.489944874,0.0,0.8953,Ba,Mn,O
mp-19156,Ba1 Mn1 O3,5.72570452,5.725705404,4.88273365,90.0,90.0,120.0000557,hex_,P6_3/mmc,-2.482170176,0.007774698,0.0,Ba,Mn,O
mp-19267,Ba1 Mn1 O3,9.93015546,9.930141427,4.90105618,89.99987452,90.00029651,120.0001337,hex_,P6_3cm,-2.484337767,0.005607108,2.0901,Ba,Mn,O
mp-35078,Ba1 Mn1 O3,5.66658882,5.666589081,9.25043075,89.99999844,89.99999857,59.99992362,hex_,P6_3/mmc,-2.476717523,0.013227351,0.7543,Ba,Mn,O
mp-557535,Ba1 Mn1 O3,5.700109009,5.700109222,18.87427413,90.0000097,89.99999135,120.0000113,hex_,P6_3/mmc,-2.488724315,0.00122056,0.8359,Ba,Mn,O
mp-675227,Ba1 Mn1 O3,12.31945691,12.31945691,12.31945692,26.78387695,26.78387695,26.78387396,trig,R-3m,-2.488163141,0.001781733,0.8679,Ba,Mn,O
mp-757501,Ba1 Mn1 O3,5.691210413,5.691210504,14.05376615,90.0000012,89.9999992,120.0000511,hex_,P-6m2,-2.484730552,0.005214322,0.0,Ba,Mn,O
mp-19322,Ba1 Mo1 O3,4.04839936,4.04839936,4.04839936,90.0,90.0,90.0,cubic,Pm-3m,-2.516796095,0.0,0.0,Ba,Mo,O
mp-569812,Ba1 N3 Cl1,4.54043195,5.627126613,7.862347387,101.6593174,90.0,90.0,mono,P2_1/m,-1.02897884,0.087003805,4.0787,Ba,Cl,N
mp-3020,Ba1 Nb1 O3,4.13357283,4.13357283,4.13357283,90.0,90.0,90.0,cubic,Pm-3m,-3.178754561,0.0,0.0,Ba,Nb,O
mp-35143,Ba1 Nb1 S3,6.95265609,6.95265518,5.73582701,90.0,90.0,119.9999891,hex_,P6_3/mmc,-1.745954172,0.003093184,0.0,Ba,Nb,S
mp-754307,Ba1 Nd1 O3,6.373497552,6.373497552,6.373497577,61.04280153,61.04280153,61.04279165,trig,R-3c,-2.99457943,0.115870301,0.0,Ba,Nd,O
mp-755877,Ba1 Nd1 O3,4.556776,4.556776,4.556776,90.0,90.0,90.0,cubic,Pm-3m,-2.93192638,0.178523351,0.0,Ba,Nd,O
mp-1096852,Ba1 Ni1 Cl3,6.942746513,6.942746513,5.490497,90.0,90.0,120.0000049,hex_,P6_3mc,-1.801675203,0.290261046,0.0,Ba,Ni,Cl
mp-1120765,Ba1 Ni1 O3,4.030684,4.030684,4.030684,90.0,90.0,90.0,cubic,Pm-3m,-1.695750199,0.124272274,0.0,Ba,Ni,O
mp-19138,Ba1 Ni1 O3,5.67658447,5.676584232,4.78201573,90.0,90.0,120.0000014,hex_,P6_3/mmc,-1.820022473,0.0,1.4692,Ba,Ni,O
mp-19241,Ba1 Ni1 O3,5.67753215,5.677530778,4.7833107,90.0,90.0,119.9999959,hex_,P6_3mc,-1.819941576,8.09e-05,1.5157,Ba,Ni,O
mp-11879,Ba1 Ni1 Sn3,6.481813811,6.481813811,6.481813811,136.1742433,136.1742433,63.71106718,tet,I4mm,-0.475329613,0.0,0.0,Ba,Ni,Sn
mp-8558,Ba1 Np1 O3,4.40770786,4.40768834,4.40770786,90.0,90.0,90.0,cubic,Pm-3m,-3.376933663,0.0,0.0,Ba,Np,O
mp-781625,Ba1 Os1 O3,4.06423,4.06423,4.06423,90.0,90.0,90.0,cubic,Pm-3m,-2.039047281,0.080434833,0.0,Ba,Os,O
mp-11006,Ba1 P1 S3,7.83000695,6.805428907,11.99680662,56.64821983,90.0,90.0,mono,P2_1/c,-1.473486131,0.0,3.1164,Ba,P,S
mp-11008,Ba1 P1 Se3,7.109938964,8.00824586,10.44369604,90.0,90.94345991,90.0,mono,P2_1/c,-1.294053818,0.0,2.1651,Ba,P,Se
mp-8557,Ba1 Pa1 O3,4.49381653,4.49385515,4.49383447,90.0,90.0,90.0,cubic,Pm-3m,-3.563953095,0.0,0.0,Ba,Pa,O
mp-20461,Ba1 Pb1 O3,6.150366446,6.150366446,6.131107946,60.23374128,60.23374128,89.75035477,mono,C2/m,-2.108798318,5.18e-05,0.1934,Ba,Pb,O
mp-20991,Ba1 Pb1 O3,6.038435832,6.038435663,6.103859859,119.6460645,119.6460625,89.99999957,tet,I4/mcm,-2.108112388,0.000737765,0.0273,Ba,Pb,O
mp-21280,Ba1 Pb1 O3,4.362221,4.362221,4.362221,90.0,90.0,90.0,cubic,Pm-3m,-2.081831489,0.027018664,0.0,Ba,Pb,O
